Name,Address,City,State,Phone,Web Address,Street Address,Service,Type,Zip
MIAMI LAKES MIDDLE SCHOOL SBHC,6425 Miami Lakeway N,Miami Lakes,FL,305-557-3900,unkn,4175 W 20th Ave,Primary Care,Free,33014
NORTHWEST HUMAN SERVICES-HOAP,694 Church St NE,Salem,OR,503-588-5827,www.northwesthumanservices.org,681 Center St NE,Primary Care,Free,97301
Rockfield Elementary Healthy Kids Clinic,7597 Russellville Rd,Bowling Green,KY,270-781-2385,,"360 Keen St, Ste 500",Primary Care,Free,42101
Fremont County Pediatrics and Community Health,8185 State Highway 789,Lander,WY,307-332-2185,www.chccw.org,5000 Blackmore Rd,Primary Care,Free,82520
Sequoyah High School,3128 Highway 411,Madisonville,TN,423-442-9230,N/A,4798 New Highway 68,Primary Care,Free,37354
CVHS Buckingham,25892 N James Madison Hwy,New Canton,VA,434-581-3271,www.cvhsinc.org,25892 N James Madison Hwy,Primary Care,Free,23123
Morningside Healthy Kids Clinic,313 Morningside Dr,Elizabethtown,KY,270-769-3359,www.cumberlandfamilymedical.com,"360 Keen St, Ste 500",Primary Care,Free,42701
Marana Health Center,13395 N Marana Main St,Marana,AZ,520-682-4111,,13395 North Marana Main Street,Primary Care,Free,85653
AccelHealth - Stephenville,135 River North Blvd,Stephenville,TX,254-893-5895,http://www.crosstimbersinc.org/,1100 W Reynosa Ave,Primary Care,Free,76401
Precision Health Center-Huntington Park,2568 Clarendon Ave,Huntington Park,CA,323-582-5444,,709 N HILL ST STE 18,Primary Care,Free,90255
Chestertown Health Center,126 Philosophers Ter,Chestertown,MD,410-479-4306,,301 Randolph St,Primary Care,Free,21620
LACHC at Pico Aliso Mental Health Suite,1619 E 4th St,Los Angeles,CA,213-893-1960,,315 W 9th St STE 950,Primary Care,Free,90033
CHILD & ADOLESCENT WELLNESS CENTER,721 S Ochoa St,El Paso,TX,915-545-7090,www.lafe-ep.org,1314 E Yandell Dr,Primary Care,Free,79901
MOBILE DENTAL UNIT #3,Ramon Rd,Cathedral City,CA,760-321-6776,,1695 N Sunrise Way,Primary Care,Free,92234
Petaluma Eye Care Center,1225 N McDowell Blvd,Petaluma,CA,707-559-7500,www.phealthcenter.org,1179 N Mcdowell Blvd,Primary Care,Free,94954
ICHS Shoreline Medical and Dental Clinic,16549 Aurora Ave N,Shoreline,WA,206-533-2600,www.ichs.com,720 8th Ave S,Primary Care,Free,98133
Socorro High School,10150 Alameda Ave,Socorro,TX,915-533-7057,,3607 Rivera Ave,Primary Care,Free,79927
Kenneth D. King Middle Healthy Kids Clinic,937 Moberly Rd,Harrodsburg,KY,859-733-7060,,"360 Keen St, Ste 500",Primary Care,Free,40330
"Mid-Delta Health Systems, Inc. - DeWitt",1940 S Whitehead Dr,De Witt,AR,870-946-4505,www.mid-delta.org,245 Madison St,Primary Care,Free,72042
Axis Health System - Gunnison,710 N Taylor St,Gunnison,CO,970-252-3200,,150 Mercury Village Dr,Primary Care,Free,81230
Maude Saunders Elementary School,416 John Baldwin Rd,Defuniak Springs,FL,850-892-1260,,4052 Bald Cypress Way Bin 01,Primary Care,Free,32433
"CASSE-Shreveport Pediatrics, OB/GYN, Dentistry, and Behavioral Health","2120 Bert Kouns Industrial Loop, Ste A",Shreveport,LA,318-688-3350,,2120 Bert Kouns Industrial Loop STE A,Primary Care,Free,71118
"Central City Community Health Center, Inc. - El Monte",10050 Garvey Ave STE 111,El Monte,CA,626-652-0790,www.centralcityhealth.org,2019 Saturn St,Primary Care,Free,91733
Northeast Community Clinic,1414 S Grand Ave STE 300,Los Angeles,CA,213-222-1300,www.necc.net,"2550 W Main St, Ste 301",Primary Care,Free,90015
Morrisania D&TC,1225 Gerard Ave,Bronx,NY,718-960-2777,,50 Water St,Primary Care,Free,10452
Juniper Health Morgan County,1219 W Main St,West Liberty,KY,606-743-4808,,1025 Grand Ave,Primary Care,Free,41472
Greenburgh Health Center,295 Knollwood Rd,White Plains,NY,914-699-7200,http://www.mvnhc.org,107 W 4th St,Primary Care,Free,10607
Adelante Healthcare Goodyear,13471 West Cornerstone Boulevard,Goodyear,AZ,480-964-2273,www.adelantehealthcare.com,3033 North Central Avenue,Primary Care,Free,85395
Spring Branch CHC- Hillendahl Clinic,1615 Hillendahl Blvd STE 100,Houston,TX,713-462-6565,www.sbchc.net,"800 W Sam Houston Pkwy S, Ste 200",Primary Care,Free,77055
SBHC - Westside Academy (Blodgett),,,XX,315-434-6431,,819 S Salina St,Primary Care,Free,
East Liberty Family Healthcare Center- Uptown/Hill District,1425 Forbes Ave,Pittsburgh,PA,412-661-2802,,6023 Harvard St,Primary Care,Free,15219
Tejas Health Care,753 E Travis St,La Grange,TX,979-968-2000,www.tejashealthcare.org,753 E Travis St,Primary Care,Free,78945
South Plains Dental - Lamesa,1502 N Avenue K Rear,Lamesa,TX,806-872-6310,www.sprhs.org,"1000 FM 300, Unit A",Primary Care,Free,79331
Royal City Clinic,114 Camelia St NE,Royal City,WA,509-488-5256,www.cbha.org,1515 E Columbia St,Primary Care,Free,99357
TCCH Sebastian River Walk Annex,13503 US Highway 1,Sebastian,FL,772-257-8224,www.tcchinc.org,12196 County Road 512,Primary Care,Free,32958
Four Corners Elementary School,4465 E County Road B RM 123,Superior,WI,715-399-8911,http://superiorfces.ss13.sharpschool.com/,4325 Grand Ave,Primary Care,Free,54880
VOA Liberty Street Facility,510 Liberty St,Camden,NJ,856-968-2320,,519 West St # 525,Primary Care,Free,08104
CENTROMED SARAH E DAVIDSON CLINIC,1 Haven For Hope Way STE 300,San Antonio,TX,210-922-7000,www.centromedsa.com,3750 Commercial Ave,Primary Care,Free,78207
CHCW 401,401 Tieton Dr,Yakima,WA,509-494-6700,,501 S 5th Ave,Primary Care,Free,98902
Grace CHC SBH Corbin High School,1901 Snyder St,Corbin,KY,606-620-4353,,"1019 Cumberland Falls Hwy, Ste B201",Primary Care,Free,40701
New Path Community Housing,2200 W Fairview Ave,Boise,ID,208-344-3512,,211 16th Ave N,Primary Care,Free,83702
Ebensburg Health Center,152 Zeman Dr STE 301,Ebensburg,PA,814-846-5060,https://primary-health.net/,63 Pitt St,Primary Care,Free,15931
Pardee BlueMD 156 Cross Road Drive,156 Cross Road Dr,Mills River,NC,828-891-0060,,2579 Chimney Rock Road,Primary Care,Free,28759
Ferriday Health West,112 Serio Blvd,Ferriday,LA,318-757-3696,,307 Chisum St,Primary Care,Free,71334
Central Oklahoma Family Medical Center - Sonography,325 N Monte Vista St,Ada,OK,580-436-5111,www.cofmc.com,527 W 3rd St,Primary Care,Free,74820
BEARDEN HEALTH CENTER,150 N School St,Bearden,AR,870-687-3637,cabun.org,402 N Lee St,Primary Care,Free,71720
Springer Medical & Dental Clinic,502 4th St,Springer,NM,575-483-0282,www.ecfh.org,538 N Paseo De Onate,Primary Care,Free,87747
Neighborhood Healthcare ~ Mead Valley,21705 Martin St,Perris,CA,760-520-8300,,215 S Hickory St,Primary Care,Free,92570
Cornerstone - Middletown Administration,21 Orchard St,Middletown,NY,845-343-7614,www.cornerstonefamilyhealthcare.org,2570 United States Route 9W,Primary Care,Free,10940
SJCH - Roosevelt High School-Based Health Center,444 S Mathews St,Los Angeles,CA,323-541-1600,,808 W 58th St,Primary Care,Free,90033
Shenandoah Community Health Burke St Elementary,422 W Burke St,Martinsburg,WV,304-263-4999,www.shencommhealth.com,99 Tavern Rd,Primary Care,Free,25401
Variety Care Executive and Administration Offices,3000 N Grand Blvd,Oklahoma City,OK,405-636-1675,,3000 N Grand Blvd,Primary Care,Free,73107
Northwest Community Health Care d/b/a WellOne Primary Medical and Dental Care,308 Callahan Rd,North Kingstown,RI,401-295-9706,www.welloneri.org,36 Bridge Way,Primary Care,Free,02852
Community Health  Centers of Greater Dayton - Chambersburg Health Center,6255 Chambersburg Rd,Dayton,OH,937-963-9505,https://communityhealthdayton.org,1323 W 3rd St,Primary Care,Free,45424
CNHF - Upland Admin,360 E 7th St STE B,Upland,CA,909-981-2500,,2700 S Grand Ave,Primary Care,Free,91786
Reed Street Health Center,1325 S 33rd St STE 300,Philadelphia,PA,215-471-2761,www.spectrumhs.org,5201 Haverford Ave,Primary Care,Free,19146
WAYSIDE CROSS MINISTRIES,215 E New York St,Aurora,IL,877-692-8686,www.auntmarthas.org,19990 Governors Hwy,Primary Care,Free,60505
121st Street Family Health Center,219 E 121st St,New York,NY,646-665-7022,www.damianhealth.org,89-56 162nd St,Primary Care,Free,10035
ANDERSON CREEK FAMILY DENTISTRY,6720 Overhills Rd,Spring Lake,NC,910-436-3194,www.firstchoicechc.org,40 Autumn Fern Trl,Primary Care,Free,28390
Family Health Matters Community Health Center,1182 N Euclid St,Anaheim,CA,714-441-0411,,1182 N Euclid St,Primary Care,Free,92801
Trimble High School Behavioral Health Clinic,1 Tomcat Dr,Glouster,OH,740-517-4946,www.hopewellhealth.org,1049 Western Ave,Primary Care,Free,45732
Lane County Mental Health,2411 Martin Luther King Jr Blvd,Eugene,OR,541-682-3797,www.lane.co.or.us,125 E 8th Ave,Primary Care,Free,97401
INCHELIUM COMMUNITY HLTH CENTER,39 Short Cut Rd,Inchelium,WA,509-722-7006,www.colvilletribes.com,21 Colville St,Primary Care,Free,99138
Amador Recovery Project,999 W Amador Ave STE D,Las Cruces,NM,575-527-5482,,999 W Amador Ave,Primary Care,Free,88005
"TREASURE COAST COMMUNITY HEALTH, INC. South County",1545 9th St SW,Vero Beach,FL,772-257-8224,,12196 County Road 512,Primary Care,Free,32962
"MBCHC North 4, Suite 302 & 304",11645 Biscayne Blvd STE 302,Miami,FL,305-538-8835,,710 Alton Rd,Primary Care,Free,33181
Taos Clinic,1331 Gusdorf Rd,Taos,NM,757-758-3601,www.ecfh.org,538 N Paseo De Onate,Primary Care,Free,87571
Trillium Health Mobile Access Clinic (MAC),170 Science Pkwy,Rochester,NY,585-210-7200,www.trilliumhealth.org,259 MONROE AVE,Primary Care,Free,14620
Great Lakes Bay Health Centers Thompson Middle School,3021 Court St FL 2,Saginaw,MI,989-399-5600,,501 Lapeer Ave,Primary Care,Free,48602
Brownsville Middle School,4899 NW 24th Ave,Miami,FL,305-633-1481,www.jtchs.org,5607 NW 27th Ave,Primary Care,Free,33142
Salud Adams City High School,7200 Quebec Pkwy,Commerce City,CO,303-697-2583,,203 S Rollie Ave,Primary Care,Free,80022
Lower Lights Linden,2028 Cleveland Ave,Columbus,OH,614-274-1455,llchc.org,1160 W Broad St,Primary Care,Free,43211
CHC Mobile Health Unit #2,675 Main St,Middletown,CT,860-347-6971,,635 Main St,Primary Care,Free,06457
Mid-State Health Center - Littleton Dental Clinic,202 Cottage St,Littleton,NH,603-536-4000,,101 Boulder Point Dr,Primary Care,Free,03561
Neighborhood Health Centers of the Lehigh Valley- Broad Street,635 E Broad St,Bethlehem,PA,610-820-7605,www.nhclv.org,218 N 2nd St,Primary Care,Free,18018
Eastside Family Clinic,4003 Massard Rd,Fort Smith,AR,479-434-4747,www.rvpcs.org,9755 W State Highway 22,Primary Care,Free,72903
Purvis Middle School,213 School St,Purvis,MS,601-704-1068,,5488 U S Highway 49,Primary Care,Free,39475
Heartland Health Center Quick Care,423 W 4th St,Grand Island,NE,308-675-4223,,2116 W Faidley Ave STE 2100,Primary Care,Free,68801
"South Central Primary Care Center, Inc.- Operations Building",406 W 5th St,Ocilla,GA,229-468-5252,,204 E 4th St,Primary Care,Free,31774
"Family Health Care Clinic, Inc., --New Hebron",202 Jefferson St,Newhebron,MS,601-825-7280,www.familyhealthcareclinic.com,4635 Highway 80 E,Primary Care,Free,39140
MOUNT VERNON NEIGHBORHOOD HEALTH CENTER,107 W 4th St,Mount Vernon,NY,914-699-7200 x601,www.mvnhc.org,107 W 4th St,Primary Care,Free,10550
Sacramento Community Clinic - Assembly Court,5524 Assembly Ct,Sacramento,CA,916-642-1867,www.halocares.org,3030 EXPLORER DR,Primary Care,Free,95823
Esperanza at Charles G. Hammond Elementary School,2819 W 21st Pl,Chicago,IL,773-584-6200,,1940 S Western Ave,Primary Care,Free,60623
"Charles B. Wang Community Health Center, Inc.",13626 37th Ave,Flushing,NY,718-886-1212,www.cbwchc.org,268 Canal St,Primary Care,Free,11354
El Dorado Community Health Center Cameron Park Main,3100 Ponte Morino Dr STE 120,Cameron Park,CA,530-621-7700,www.edcchc.org,4212 Missouri Flat Rd,Primary Care,Free,95682
Blackburn Center,12121 E Burnside St,Portland,OR,971-361-7700,,232 NW 6th Ave,Primary Care,Free,97216
Academy Health Center,15 Claremont Street,Worcester,MA,508-757-7641,http://www.fhcw.org,26 Queen Street,Primary Care,Free,01610
"COMMUNITY HEALTH CARE SYSTEMS, INC-TELFAIR",280 E Willow Creek Ln,Mc Rae,GA,229-868-0017,www.chcsga.org,2251 W Elm St,Primary Care,Free,31055
Peach Tree Mobile Unit,5600 Lindhurst Ave,Marysville,CA,530-749-3242,,"5730 Packard Ave, Ste 500",Primary Care,Free,95901
School-Based Health Center-Fort Kent Elementary,108 Pleasant St,Fort Kent,ME,207-834-3971,www.frrh.org,10 Carter St,Primary Care,Free,04743
Blessing Community Health Center,3972 N Waterman Ave,San Bernardino,CA,909-433-9700,https://blessingchc.com/,3972 N WATERMAN AVE STE 104,Primary Care,Free,92404
UCHC Administrative Annex (NO services provided),4211 NE Stephens St STE 101,Roseburg,OR,541-672-9596,,150 NE Kenneth Ford Dr,Primary Care,Free,97470
Bluestem Health: Main Clinic,1021 N 27th St,Lincoln,NE,402-476-1455,bluestemlincoln.com,1021 N 27th St,Primary Care,Free,68503
Mission City Community Network - SFV- Mobile,8527 Sepulveda Blvd,North Hills,CA,818-895-3100,,8527 Sepulveda Blvd,Primary Care,Free,91343
COMMUNITY HEALTH CENTERS COASTAL DENTAL,1304 S Miller St,Santa Maria,CA,805-352-1188,,150 Tejas Pl,Primary Care,Free,93454
P.S. 31,55 Layton Ave,Staten Island,NY,718-273-3500,,150 55th St,Primary Care,Free,10301
Glasgow Pediatric Healthcare,301 Professional Park Dr,Glasgow,KY,270-651-9696,,"360 Keen St, Ste 500",Primary Care,Free,42141
ISLANDS COMMUNITY MEDICAL SERVICES,15 Medical Center Loop,Vinalhaven,ME,207-863-4341,www.vinalhaven.org/islands 201835,15 Medical Center Loop,Primary Care,Free,04863
Camden Family Health - Panther Creek,110 Panther Creek Elementary Rd,Nettie,WV,304-226-5725 x131,,10003 Webster Rd,Primary Care,Free,26681
South Central Medical Center- Lindsay Campus,707 W Comanche St,Lindsay,OK,405-756-1414,,216 S Main St,Primary Care,Free,73052
Zora Neale Hurston Elementary,13137 SW 26th St,Miami,FL,305-222-8152,www.chisouthfl.org,10300 SW 216th St,Primary Care,Free,33175
Indian Health Board of Minneapolis Counseling and Support,2101 Minnehaha Ave,Minneapolis,MN,612-721-9800,,1315 24th St E,Primary Care,Free,55404
CHC Admin - Purchasing,603 S Main St STE 150,Winter Garden,FL,407-905-8827,www.chcfl.org,110 S Woodland St,Primary Care,Free,34787
CALHOUN FALLS FAMILY PRACTICE,535 Jackson St,Calhoun Falls,SC,864-418-8578,www.carolinahealthcenters.org,313 Main St,Primary Care,Free,29628
Lake Country Academy,4101 Technology Pkwy,Sheboygan,WI,920-208-3022,https://www.sheboygan.k12.wi.us/lca,1721 Saemann Ave,Primary Care,Free,53083
Ojai Valley Community Health Center,1200 Maricopa Hwy,Ojai,CA,805-640-8293,www.clinicas.org,1040 Flynn Rd,Primary Care,Free,93023
HEALTH WEST - PEDIATRIC AND OB/GYN CHC,500 S 11th Ave STE 204,Pocatello,ID,208-232-3355,www.healthwestinc.org,"500 S 11th Ave, Ste 400",Primary Care,Free,83201
Valencia Behavioral Health Center,"25115 Avenue Stanford, #A",Valencia,CA,661-468-7405,,25115 Avenue Stanford STE A-104,Primary Care,Free,91355
Apicha Community Health Center,400 Broadway,New York,NY,212-334-7940,www.apicha.org,400 Broadway,Primary Care,Free,10013
S. Trussell Medical Center,1212 E Union St,Vienna,GA,229-268-8865,www.aaphc.org,204 N Westover Blvd,Primary Care,Free,31092
Rutgers RWJ Eric B. Chandler Health Center,277 George St,New Brunswick,NJ,732-235-6700,,"65 Bergen St, Ste 1",Primary Care,Free,08901
Myrtle Avenue Family Health Center,11711 Myrtle Ave,Richmond Hill,NY,347-571-5922,,89-56 162nd St,Primary Care,Free,11418
Howard Elementary School,502 W 9th St,Grand Island,NE,308-385-5916,https://www.gips.org/howard,2116 W Faidley Ave STE 2100,Primary Care,Free,68801
Haymarket Center,108 N Sangamon St,Chicago,IL,312-226-7984,https://www.hcenter.org/,120 N SANGAMON ST,Primary Care,Free,60607
OHI - Solano Widenmann Leadership Academy,1025 Corcoran Ave,Vallejo,CA,707-558-2000,,1515 Fruitvale Ave,Primary Care,Free,94589
Great Lakes Bay Health Centers Warren Avenue,321 N Warren Ave,Saginaw,MI,989-754-7771,https://greatlakesbayhealthcenters.org,501 Lapeer Ave,Primary Care,Free,48607
Brazoria County Dream Center Integrated Health Clinic,792 S Highway 288B,Clute,TX,979-388-0280,,1111 W Adoue St,Primary Care,Free,77531
Camden Family Health - Richwood on Main,16 W Main St,Richwood,WV,304-226-5725,http://www.camdenfamilyhealth.com/,10003 Webster Rd,Primary Care,Free,26261
PINE STREET INN-MEN'S CLINIC,444 Harrison Avenue,Boston,MA,857-654-1850,,780 Albany Street,Primary Care,Free,02118
Transitional Wellness Center / Cambridge Health Alliance,1575 Cambridge St,Cambridge,MA,857-270-8775,,780 Albany Street,Primary Care,Free,02138
Kent Public Health Center,25742 104th Ave SE,Kent,WA,206-477-6950,,"401 5th Ave, Ste 1300",Primary Care,Free,98030
"AltaMed Medical Group: Medical and Dental, Mobile Unit",2219 E 1st St,Los Angeles,CA,888-499-9303,,2040 Camfield Ave,Primary Care,Free,90033
Community Health Care Center - Renaissance Square,202 2nd Ave S STE 203,Great Falls,MT,406-454-6973,www.chccgf.org,601 1st Avenue North,Primary Care,Free,59405
LifeLong The Savoy - Supportive Housing Program,1424 Jefferson St,Oakland,CA,510-725-0999,,2344 6th St,Primary Care,Free,94612
Union Elementary School Wellness Center,481 Heavner Grove Rd,Buckhannon,WV,304-472-0013,https://ccwv.org,78 Queens Alley Rd,Primary Care,Free,26201
CareConnect Family Practice,112 6th Ave,Buena Vista,GA,229-800-5488,https://ccthealth.org/,510 Alston St,Primary Care,Free,31803
Heartland Health Center - Ravenna Clinic,104 W Seneca St,Ravenna,NE,308-375-4223,,2116 W Faidley Ave STE 2100,Primary Care,Free,68869
Neighborcare Health at Bailey Gatzert Elementary,1301 E Yesler Way,Seattle,WA,206-461-6935,www.neighborcare.org,1200 12th Ave S STE 901,Primary Care,Free,98122
Lincoln County High Healthy Kids Clinic,60 Education Way,Stanford,KY,606-365-9111,,"360 Keen St, Ste 500",Primary Care,Free,40484
SEBASTOPOL CLINIC,1488 Highway 487 E,Walnut Grove,MS,601-625-7403,N/A,1490 MS-487,Primary Care,Free,39189
HopeHealth Williamsburg,411 Thurgood Marshall Hwy,Kingstree,SC,843-355-3300,,360 N Irby St,Primary Care,Free,29556
"Family Health Care Clinic, Inc. --Town Creek",1841 Al Highway 20,Town Creek,AL,800-508-7481,www.familyhealthcareclinic.com,4635 Highway 80 E,Primary Care,Free,35672
Women's Health Mobile Clinic,1515 Pappas St,Laredo,TX,956-795-8100,,1515 Pappas St,Primary Care,Free,78041
Healthy Connections- Bryant,3525 Highway 5,Benton,AR,888-710-8220,,136 Health Park Dr,Primary Care,Free,72019
LANE COUNTY,125 E 8th Ave,Eugene,OR,541-682-3581,www.lanecounty.org/chc,125 E 8th Ave,Primary Care,Free,97401
Walsenburg OB Clinic,23450 US Highway 160,Walsenburg,CO,719-543-8711,,310 Colorado Ave,Primary Care,Free,81089
CareSouth Carolina Bishopville Pediatric Dental Office,101 Harris St,Bishopville,SC,843-857-0111,www.caresouth-carolina.com,201 S 5th St,Primary Care,Free,29010
Full Circle Health - Boise Pediatrics,8610 W Overland Rd,Boise,ID,208-954-8711,https://www.fullcircleidaho.org/patients/,777 N Raymond St,Primary Care,Free,83709
Cornerstone Rescue Mission - Men's Shelter,30 Main St,Rapid City,SD,605-721-8939,www.chcbh.com,350 Pine St,Primary Care,Free,57701
"Saint James Health, Inc.",228 Lafayette St,Newark,NJ,973-789-8111,,228 Lafayette St,Primary Care,Free,07105
Manchester Mobile Health Care,199 Manchester St,Manchester,NH,603-663-8716,www.catholicmedicalcenter.org,1528 Elm St,Primary Care,Free,03103
Shawnee Health Social Services,6355 Brandhorst Rd,Carterville,IL,618-519-9200,https://www.shawneehealth.com/,109 California St,Primary Care,Free,62918
Richford Dental Clinic,44 Main St STE 400,Richford,VT,802-255-5520,www.notchvt.org,44 Main St,Primary Care,Free,05476
Erie Helping Hands Health Center,4747 N Kedzie Ave,Chicago,IL,312-666-3494,www.eriefamilyhealth.org,1701 W Superior St,Primary Care,Free,60625
HealthPoint Administration,955 Powell Ave SW,Renton,WA,425-277-1311,www.healthpointchc.org,955 Powell Ave SW,Primary Care,Free,98057
FAMILY Circle of Care Broadway Clinic,2990 N Broadway Ave,Tyler,TX,903-593-1893,www.tylercircleofcare.org,523 S Fannin Ave,Primary Care,Free,75702
Kintegra at Cooleemee Elementary,136 Marginal St,Cooleemee,NC,336-284-2581,,200 East Second Avenue,Primary Care,Free,27014
